UncompMagX;UncompMagY;UncompMagZ;UncompAccX;UncompAccY;UncompAccZ;UncompGyroX;UncompGyroY;UncompGyroZ;Temperature;Pressure
-00,159;+00,096;-00,100;-00,9970;-01,6030;-11,1040;-00,570113;-04,036327;-00,093946;+031,90;+101,17
-00,159;+00,098;-00,094;-01,4870;-04,4090;-16,8860;-01,123188;-05,256644;+00,304104;+031,90;+101,18
-00,159;+00,097;-00,081;-13,9820;+00,2310;-25,6520;-01,550418;-06,039384;+00,422149;+031,90;+101,18
-00,156;+00,099;-00,073;-05,5340;-05,4490;-32,6420;-03,072612;-04,612945;+01,062226;+031,90;+101,18
-00,153;+00,101;-00,059;-20,5620;+09,7820;-22,0370;-02,332103;-03,924800;+01,442989;+031,90;+101,17
-00,151;+00,104;-00,054;-33,3520;+10,9600;-37,7050;-01,586111;-00,970050;+01,160986;+031,90;+101,18
-00,150;+00,104;-00,051;-15,7810;+12,5130;-21,5160;-00,011219;-00,669888;+01,520191;+031,90;+101,17
-00,147;+00,106;-00,048;-09,9920;+07,5170;-04,8310;+00,532940;-00,947692;+02,148457;+031,90;+101,18
-00,142;+00,110;-00,048;-14,4950;+00,2800;-09,9830;+00,211273;-01,574184;+02,392301;+031,90;+101,18
-00,141;+00,116;-00,044;-18,2480;-04,0070;-18,4310;+00,060434;-01,206473;+02,107474;+031,90;+101,18
-00,137;+00,117;-00,043;-16,2160;-05,7000;-17,5190;-00,016936;-00,572784;+01,471557;+031,90;+101,17
-00,136;+00,121;-00,043;-13,1220;-05,3630;-12,4320;-00,178135;-00,224178;+00,887109;+031,90;+101,17
-00,134;+00,118;-00,041;-10,5180;-03,1060;-08,6250;-00,371960;-00,168530;+00,398439;+031,90;+101,17
-00,133;+00,120;-00,043;-08,8420;-01,4360;-07,0940;-00,529827;-00,132104;+00,107617;+031,90;+101,17
-00,135;+00,120;-00,039;-07,5110;+00,0090;-06,4340;-00,576786;-00,050931;-00,083894;+031,90;+101,18
-00,134;+00,120;-00,038;-05,9850;+00,7840;-05,3300;-00,531324;+00,080539;-00,211620;+031,90;+101,18
-00,133;+00,118;-00,038;-04,4750;+00,9700;-03,8730;-00,487148;+00,232768;-00,272731;+031,90;+101,18
-00,136;+00,118;-00,039;-03,1220;+01,4930;-01,8410;-00,417615;+00,375464;-00,322363;+031,90;+101,17
-00,135;+00,118;-00,039;-01,8110;+02,2140;-00,0570;-00,323162;+00,434231;-00,311474;+031,90;+101,18
-00,136;+00,118;-00,039;-01,5420;+02,6100;-00,2470;-00,182810;+00,476362;-00,236837;+031,90;+101,16
-00,136;+00,115;-00,038;-02,0710;+03,5120;-00,9460;+00,105323;+00,627949;-00,198253;+031,90;+101,17
-00,137;+00,116;-00,039;-01,4130;+03,3610;+00,9010;+00,360671;+00,791523;-00,104801;+031,90;+101,17
-00,137;+00,114;-00,042;+00,0830;+02,2430;+04,3220;+00,428666;+00,789252;+00,013915;+031,90;+101,17
-00,137;+00,116;-00,043;+00,9450;+00,9970;+06,4100;+00,401950;+00,610142;+00,062854;+031,90;+101,17
-00,137;+00,116;-00,042;+00,9840;-00,3950;+06,8270;+00,363955;+00,418155;+00,000055;+031,90;+101,18
-00,137;+00,117;-00,045;+00,8980;-01,6280;+06,5430;+00,331186;+00,294962;-00,180486;+031,90;+101,17
-00,138;+00,116;-00,045;+01,0410;-02,3120;+06,7280;+00,296812;+00,207202;-00,419424;+031,90;+101,17
-00,138;+00,118;-00,047;+01,5940;-02,3920;+07,9200;+00,298765;+00,097341;-00,669329;+031,90;+101,16
-00,140;+00,114;-00,048;+02,1250;-02,2160;+09,2540;+00,339566;-00,111289;-00,938860;+031,90;+101,17
-00,141;+00,114;-00,050;+02,5550;-02,0550;+10,6190;+00,335023;-00,394855;-01,190508;+031,90;+101,17
-00,142;+00,109;-00,044;+02,9020;-01,7560;+11,2720;+00,245362;-00,730594;-01,363073;+031,90;+101,17
-00,144;+00,110;-00,048;+02,9130;-00,8980;+10,7350;+00,183827;-01,080783;-01,481997;+031,90;+101,16
-00,145;+00,105;-00,043;+02,6140;+00,1780;+09,6980;+00,208163;-01,368079;-01,569772;+031,90;+101,16
-00,147;+00,105;-00,043;+02,5680;+01,4850;+07,3810;+00,368853;-01,630835;-01,564202;+031,90;+101,16
-00,146;+00,101;-00,040;+00,9110;+02,7930;+03,7680;+00,668985;-01,729625;-01,526069;+031,90;+101,18
-00,147;+00,100;-00,037;-00,4870;+02,9500;+01,6870;+00,853109;-01,482759;-01,422701;+031,90;+101,16
-00,148;+00,097;-00,036;-00,7470;+02,5720;+00,8730;+00,755061;-01,140976;-01,180749;+031,90;+101,17
-00,149;+00,098;-00,035;-01,0510;+02,2020;+00,5940;+00,453872;-00,780466;-00,891776;+031,90;+101,17
-00,148;+00,093;-00,034;-00,6940;+01,9460;+01,2590;+00,145602;-00,453779;-00,631480;+031,90;+101,17
-00,150;+00,095;-00,033;-00,7210;+02,5320;+00,8980;-00,006871;-00,264085;-00,431398;+031,90;+101,17
-00,149;+00,094;-00,030;-01,5290;+04,0960;+00,1410;+00,136731;-00,031654;-00,276922;+031,90;+101,16
-00,150;+00,094;-00,035;-01,9730;+05,4400;+00,5210;+00,437952;+00,190153;-00,031088;+031,90;+101,17
-00,151;+00,095;-00,033;-02,6980;+05,0940;+00,9580;+00,578594;+00,278885;+00,336751;+031,90;+101,17
-00,151;+00,096;-00,038;-03,0010;+03,7460;+00,3670;+00,578475;+00,267672;+00,685964;+031,90;+101,17
-00,148;+00,097;-00,037;-03,8760;+01,8100;-02,4520;+00,568517;+00,216480;+00,889538;+031,90;+101,17
-00,148;+00,101;-00,040;-05,5800;-00,0210;-06,6490;+00,685043;+00,289954;+00,855872;+031,90;+101,17
-00,148;+00,101;-00,039;-07,1740;-01,7340;-09,8030;+00,877589;+00,590719;+00,665941;+031,90;+101,17
-00,148;+00,104;-00,047;-08,2570;-02,9060;-11,1010;+00,949853;+00,937140;+00,400298;+031,90;+101,18
-00,148;+00,105;-00,043;-08,5850;-04,3780;-11,2090;+00,706149;+01,248437;+00,176171;+031,90;+101,18
-00,149;+00,106;-00,050;-08,3020;-05,6020;-11,7800;+00,235903;+01,465670;-00,003725;+031,90;+101,16
-00,149;+00,104;-00,052;-08,2770;-05,1190;-13,4970;-00,089041;+01,674631;-00,276401;+031,90;+101,18
-00,150;+00,105;-00,053;-10,5760;-04,8930;-16,8200;-00,103849;+01,907381;-00,644933;+031,90;+101,16
-00,152;+00,100;-00,059;-13,2670;-04,0320;-19,5950;+00,010985;+02,306241;-01,056547;+031,90;+101,17
-00,154;+00,099;-00,063;-14,2770;-01,8670;-19,1990;-00,038150;+02,753855;-01,220217;+031,90;+101,18
-00,157;+00,097;-00,066;-14,0100;+00,6850;-17,2270;-00,264747;+03,018193;-01,053654;+031,90;+101,17
-00,158;+00,099;-00,072;-13,0290;+02,4780;-16,2190;-00,356785;+03,078501;-00,734662;+031,90;+101,17
-00,160;+00,095;-00,078;-12,2950;+02,9170;-15,8470;-00,283993;+03,066134;-00,418998;+031,90;+101,16
-00,161;+00,097;-00,083;-10,8840;+02,7170;-12,8510;-00,071176;+02,999925;-00,097598;+031,90;+101,18
-00,161;+00,095;-00,089;-08,5120;+02,6180;-08,9520;+00,214226;+02,524965;+00,250609;+031,90;+101,17
-00,160;+00,097;-00,094;-07,8770;+02,7000;-06,2120;+00,768062;+01,913454;+00,540213;+031,90;+101,17
-00,160;+00,096;-00,098;-08,8820;+00,6310;-13,1660;+01,555787;+01,342649;+00,612322;+031,90;+101,17
-00,159;+00,101;-00,105;+37,4400;-23,8160;-12,4850;+00,852692;+05,464223;+01,102694;+031,90;+101,17
-00,158;+00,099;-00,112;-23,2390;-06,1250;-07,0980;-00,536915;+02,621972;+00,443930;+031,90;+101,17
-00,157;+00,102;-00,119;+03,0790;+02,6300;-15,7340;+00,144570;+02,878032;+00,484558;+031,90;+101,18
-00,155;+00,102;-00,123;+04,5620;+03,7870;-07,6090;+00,121329;+01,874772;+00,655621;+031,90;+101,17
-00,155;+00,104;-00,127;-02,4290;-01,1230;-07,8570;+00,537681;+00,642554;+00,288425;+031,90;+101,16
-00,155;+00,103;-00,125;-01,9610;+04,0370;-07,7370;+00,441512;+00,542180;-00,063906;+031,90;+101,18
-00,153;+00,105;-00,128;-07,6580;-00,7340;-09,5370;+00,210560;+00,778285;-00,238817;+031,90;+101,18
-00,153;+00,100;-00,129;-01,7900;+00,2070;-08,6190;+00,135851;+00,688891;-00,253222;+031,90;+101,17
-00,154;+00,101;-00,130;-00,3420;-00,7530;-08,2780;+00,161281;+00,106143;-00,127885;+031,90;+101,16
-00,153;+00,102;-00,130;-03,7000;-00,3370;-09,1160;+00,106831;-00,104943;-00,045124;+031,90;+101,18
-00,154;+00,102;-00,131;-04,3580;+00,2170;-09,0730;+00,101945;-00,072976;-00,070563;+031,90;+101,17
-00,154;+00,101;-00,129;-04,3020;-00,6400;-08,8300;+00,100090;+00,045960;-00,059688;+031,90;+101,18
-00,154;+00,101;-00,129;-03,7070;-00,7810;-08,7650;+00,063234;+00,097113;-00,039625;+031,90;+101,17
-00,153;+00,099;-00,130;-03,7610;-00,5370;-08,7770;+00,044751;+00,116522;-00,014161;+031,90;+101,18
-00,154;+00,101;-00,134;-03,4910;-00,2780;-08,8800;+00,022041;+00,108760;-00,002340;+031,90;+101,18
-00,153;+00,100;-00,132;-03,3840;-00,0140;-08,8510;-00,001432;+00,063606;-00,006660;+031,90;+101,17
-00,155;+00,103;-00,132;-03,5290;-00,1330;-08,8830;-00,017917;+00,029963;-00,012113;+031,90;+101,18
-00,153;+00,100;-00,129;-03,5930;-00,2690;-08,8810;-00,021198;+00,002267;-00,012861;+031,90;+101,17
-00,152;+00,103;-00,133;-03,6720;-00,4030;-08,8530;-00,021808;-00,000604;-00,000359;+031,90;+101,17
-00,153;+00,100;-00,131;-03,7410;-00,2380;-09,0050;-00,006743;-00,010761;+00,006940;+031,90;+101,17
-00,154;+00,101;-00,130;-03,8460;-00,1030;-09,0650;+00,024924;-00,007805;+00,005537;+031,90;+101,17
-00,154;+00,102;-00,130;-03,5940;-00,2890;-08,8530;+00,054486;-00,010139;+00,000861;+031,90;+101,18
-00,155;+00,102;-00,131;-03,6620;+00,1750;-08,9660;+00,059366;-00,031029;+00,003895;+031,90;+101,17
-00,153;+00,100;-00,129;-03,6800;-00,2350;-08,8890;+00,072177;-00,043940;-00,002646;+031,90;+101,18
-00,155;+00,101;-00,133;-03,8700;-00,1250;-08,9690;+00,084539;-00,028512;-00,009021;+031,90;+101,17
-00,154;+00,099;-00,129;-03,6600;-00,2530;-08,8790;+00,086606;-00,026975;-00,013655;+031,90;+101,17
-00,154;+00,101;-00,131;-03,7130;-00,1680;-08,9340;+00,080562;-00,027031;-00,014282;+031,90;+101,17
-00,153;+00,100;-00,131;-03,7220;-00,2580;-08,9090;+00,073022;-00,024383;-00,014577;+031,90;+101,18
-00,154;+00,102;-00,132;-03,6490;-00,2450;-08,9060;+00,077432;-00,028843;-00,013171;+031,90;+101,17
-00,154;+00,099;-00,130;-03,7020;-00,3210;-08,9220;+00,087015;-00,041101;-00,008599;+031,90;+101,16
-00,154;+00,103;-00,132;-03,6620;-00,2570;-08,8730;+00,090332;-00,043100;-00,006054;+031,90;+101,17
-00,154;+00,101;-00,130;-03,8640;-00,3250;-08,8840;+00,045077;-00,001967;+00,004303;+031,90;+101,17
-00,154;+00,102;-00,133;-03,7330;-00,2590;-08,9500;+00,044347;+00,003429;+00,000432;+031,90;+101,17
-00,154;+00,100;-00,131;-03,6770;-00,3080;-08,8710;+00,043802;+00,001148;-00,000137;+031,90;+101,17
-00,155;+00,101;-00,133;-03,7760;-00,2150;-08,9780;+00,047169;-00,011552;-00,006017;+031,90;+101,17
-00,154;+00,103;-00,129;-03,6550;-00,3040;-08,8240;+00,041888;-00,006603;-00,006275;+031,90;+101,17
-00,155;+00,102;-00,131;-03,6390;-00,2780;-08,8760;+00,047567;-00,020067;-00,003048;+031,90;+101,18
-00,155;+00,102;-00,130;-03,6980;-00,3370;-08,8180;+00,041925;-00,031080;-00,003216;+031,90;+101,17
-00,154;+00,099;-00,133;-03,7020;-00,3510;-08,8570;+00,046335;-00,035218;+00,000362;+031,90;+101,17
-00,153;+00,099;-00,132;-03,7630;-00,3460;-08,8850;+00,047276;-00,026660;+00,002186;+031,90;+101,17
-00,153;+00,102;-00,132;-03,6110;-00,3310;-08,7980;+00,047856;-00,022757;+00,000530;+031,90;+101,17
-00,153;+00,103;-00,131;-03,7810;-00,2830;-08,8470;+00,044784;-00,017041;+00,002770;+031,90;+101,18
-00,154;+00,104;-00,132;-03,7100;-00,1910;-08,9050;+00,045003;-00,013880;+00,000667;+031,90;+101,18
-00,153;+00,101;-00,131;-03,7450;-00,2690;-08,8550;+00,045927;-00,011782;-00,005665;+031,90;+101,17
-00,154;+00,104;-00,131;-03,7430;-00,2880;-08,8800;+00,049117;-00,012528;-00,005878;+031,90;+101,17
-00,154;+00,100;-00,131;-03,6790;-00,3000;-08,8560;+00,047852;-00,013361;-00,006650;+031,90;+101,16
-00,154;+00,103;-00,130;-03,8100;-00,2600;-08,9390;+00,048820;-00,019591;-00,013274;+031,90;+101,17
-00,154;+00,102;-00,130;-03,8060;-00,2370;-08,9440;+00,040582;-00,011985;-00,018821;+031,90;+101,16
-00,153;+00,102;-00,133;-03,8680;-00,2420;-08,8700;+00,025697;+00,006417;-00,023609;+031,90;+101,18
-00,153;+00,102;-00,131;-03,6830;-00,3320;-08,8580;+00,014444;+00,010149;-00,027391;+031,90;+101,17
-00,155;+00,103;-00,132;-03,7140;-00,3750;-08,8770;+00,011285;+00,005264;-00,024621;+031,90;+101,17
-00,155;+00,099;-00,133;-03,6930;-00,3700;-08,7800;+00,013331;-00,001204;-00,022185;+031,90;+101,16
-00,153;+00,102;-00,131;-03,6350;-00,3840;-08,7950;+00,016791;-00,013779;-00,017814;+031,90;+101,17
-00,155;+00,101;-00,131;-03,8010;-00,3510;-08,8940;+00,018849;-00,010141;-00,017070;+031,90;+101,17
-00,155;+00,101;-00,133;-03,8280;-00,3540;-08,8300;+00,011403;+00,008194;-00,014030;+031,90;+101,18
-00,153;+00,100;-00,131;-03,8150;-00,3290;-08,8060;+00,003522;+00,028304;-00,016811;+031,90;+101,18
-00,154;+00,100;-00,131;-03,7740;-00,3320;-08,8380;-00,008615;+00,049938;-00,020594;+031,90;+101,18
-00,154;+00,102;-00,133;-03,6590;-00,3440;-08,8190;-00,020149;+00,056826;-00,023055;+031,90;+101,17
-00,153;+00,104;-00,131;-03,5800;-00,2840;-08,8470;-00,027575;+00,033459;-00,025850;+031,90;+101,15
-00,152;+00,099;-00,132;-03,6910;-00,2960;-08,9120;-00,024266;+00,016008;-00,026262;+031,90;+101,17
-00,154;+00,103;-00,132;-03,6990;-00,3080;-08,9200;-00,022144;+00,005125;-00,027459;+031,90;+101,18
-00,154;+00,101;-00,130;-03,7960;-00,3340;-08,8550;-00,014831;+00,004009;-00,027534;+031,90;+101,17
-00,154;+00,103;-00,132;-03,7660;-00,3970;-08,8800;-00,013553;+00,015969;-00,022315;+031,90;+101,18
-00,154;+00,101;-00,128;-03,7490;-00,3510;-08,8710;-00,007862;+00,014770;-00,013865;+031,90;+101,16
-00,155;+00,101;-00,132;-03,7920;-00,3980;-08,8830;-00,008349;+00,027126;-00,009264;+031,90;+101,18
-00,154;+00,099;-00,133;-03,7960;-00,4270;-08,8460;-00,003533;+00,042450;-00,003846;+031,90;+101,17
-00,153;+00,103;-00,133;-03,6880;-00,4040;-08,8550;+00,000393;+00,037820;-00,001658;+031,90;+101,17
-00,154;+00,102;-00,130;-03,6860;-00,3620;-08,8510;+00,001594;+00,025350;+00,003256;+031,90;+101,18
-00,154;+00,102;-00,133;-03,6370;-00,3080;-08,9080;+00,003031;+00,012770;+00,001975;+031,90;+101,17
-00,154;+00,101;-00,130;-03,5790;-00,3710;-08,8520;+00,002852;-00,010738;+00,002117;+031,90;+101,17
-00,154;+00,103;-00,132;-03,5450;-00,3420;-08,8190;-00,000805;-00,035664;+00,010299;+031,90;+101,18
-00,155;+00,101;-00,133;-03,5120;-00,2820;-08,8710;-00,003477;-00,064116;+00,011573;+031,90;+101,18
-00,154;+00,102;-00,134;-03,1530;-00,3770;-08,6930;-00,013983;-00,130417;+00,021919;+031,90;+101,18
-00,154;+00,102;-00,130;-03,1480;-00,2950;-08,8010;-00,021586;-00,228039;+00,041188;+031,90;+101,17
-00,154;+00,101;-00,131;-03,1590;-00,2920;-08,8010;-00,035987;-00,342186;+00,056106;+031,90;+101,17
-00,153;+00,102;-00,129;-03,6160;-00,2500;-08,8790;-00,060816;-00,466291;+00,051866;+031,90;+101,18
-00,153;+00,102;-00,131;-03,6330;+00,0720;-08,7700;-00,150442;-00,609416;-00,032340;+031,90;+101,17
-00,156;+00,102;-00,127;-02,8880;+00,5500;-08,3030;-00,326634;-00,902029;-00,096863;+031,90;+101,17
-00,156;+00,102;-00,124;-03,8690;+00,4400;-08,3740;-00,651963;-01,267478;-00,188251;+031,90;+101,17
-00,156;+00,100;-00,122;-03,5510;-00,5650;-09,3210;-00,800492;-01,681228;-00,220229;+031,90;+101,17
-00,156;+00,101;-00,118;-03,4610;-00,2980;-09,3470;-00,607471;-02,284505;-00,214646;+031,90;+101,18
-00,156;+00,101;-00,110;-02,6120;-00,4000;-09,8240;-00,543027;-02,974556;-00,212683;+031,90;+101,16
-00,158;+00,101;-00,107;-01,5270;-03,4860;-13,0150;-00,742289;-03,951188;-00,026256;+031,90;+101,17
-00,157;+00,100;-00,096;-01,3570;-03,6350;-15,0040;-01,128487;-05,115351;+00,364632;+031,90;+101,17
-00,158;+00,104;-00,087;-03,8450;-05,4680;-29,9920;-01,282595;-05,980128;+00,563827;+031,90;+101,18
-00,155;+00,103;-00,069;-19,2900;+03,9400;-20,8900;-02,232480;-06,326406;+00,916270;+031,90;+101,16
-00,152;+00,104;-00,062;-16,3740;+03,2070;-27,8080;-02,259540;-03,931562;+01,199840;+031,90;+101,17
-00,150;+00,104;-00,051;-43,3180;+06,5750;-39,5290;-01,318683;-01,694464;+01,090495;+031,90;+101,18
-00,149;+00,107;-00,050;-15,5930;+07,8410;-26,6770;-00,071155;-00,489469;+01,256416;+031,90;+101,18
-00,146;+00,106;-00,051;-11,7690;+04,9570;-08,7860;+00,313750;-00,218695;+01,675018;+031,90;+101,17
-00,144;+00,112;-00,050;-12,4380;+02,9570;-08,2840;+00,099427;-00,745533;+02,051093;+031,90;+101,17
-00,140;+00,115;-00,047;-15,4270;+00,3520;-15,1130;-00,079334;-00,639204;+02,150138;+031,90;+101,17
-00,138;+00,120;-00,047;-15,4150;-00,4250;-16,8000;-00,014902;-00,086863;+01,971967;+031,90;+101,17
-00,134;+00,123;-00,047;-11,6790;-01,5430;-11,3680;+00,087385;+00,318134;+01,705997;+031,90;+101,17
-00,133;+00,124;-00,048;-08,0100;-02,3260;-05,2460;-00,062750;+00,294136;+01,463829;+031,90;+101,18
-00,132;+00,124;-00,048;-05,7950;-02,6400;-02,4740;-00,278051;+00,108815;+01,192827;+031,90;+101,18
-00,131;+00,130;-00,049;-04,9380;-02,1780;-03,0370;-00,292788;-00,000485;+00,847134;+031,90;+101,17
-00,128;+00,127;-00,046;-04,7250;-01,7750;-04,3300;-00,097454;+00,114288;+00,456215;+031,90;+101,17
-00,129;+00,129;-00,046;-03,8310;-01,8930;-03,6410;+00,109368;+00,382763;+00,062911;+031,90;+101,17
-00,129;+00,127;-00,047;-01,8300;-01,9130;-00,5250;+00,134607;+00,605342;-00,261152;+031,90;+101,17
-00,129;+00,128;-00,048;-00,3490;-00,8430;+02,1480;+00,105039;+00,655759;-00,487232;+031,90;+101,18
-00,131;+00,127;-00,050;+00,2480;+00,5670;+02,8970;+00,141949;+00,635574;-00,638505;+031,90;+101,17
-00,132;+00,125;-00,052;+00,4060;+01,6260;+03,3560;+00,312381;+00,664790;-00,740313;+031,90;+101,17
-00,132;+00,124;-00,054;+00,7590;+01,7760;+04,4510;+00,448414;+00,645969;-00,772951;+031,90;+101,16
-00,134;+00,126;-00,054;+01,0600;+01,6710;+05,7040;+00,490906;+00,572593;-00,793904;+031,90;+101,17
-00,135;+00,122;-00,054;+01,0350;+02,0320;+06,3540;+00,430783;+00,421969;-00,766911;+031,90;+101,17
-00,136;+00,123;-00,058;+00,6810;+02,5660;+06,0000;+00,364641;+00,278684;-00,701142;+031,90;+101,16
-00,137;+00,121;-00,058;+00,2080;+02,4260;+05,9030;+00,354075;+00,173910;-00,647704;+031,90;+101,17
-00,139;+00,123;-00,058;+00,2830;+01,7930;+06,7890;+00,350058;+00,064282;-00,653233;+031,90;+101,17
-00,137;+00,119;-00,058;+00,4670;+00,9030;+07,5660;+00,306612;-00,118509;-00,715247;+031,90;+101,17
-00,139;+00,119;-00,059;+00,3940;+00,5210;+07,7370;+00,244645;-00,321438;-00,822495;+031,90;+101,17
-00,140;+00,116;-00,057;+00,4940;+00,4470;+08,0700;+00,115387;-00,467789;-00,929068;+031,90;+101,17
-00,142;+00,115;-00,055;+00,7320;+00,7940;+07,5450;-00,038288;-00,653414;-00,961527;+031,90;+101,16
-00,142;+00,115;-00,057;+00,2180;+01,0560;+05,8660;-00,124664;-00,800315;-00,952553;+031,90;+101,16
-00,142;+00,113;-00,055;-00,3220;+01,5080;+04,0030;-00,111515;-00,838038;-00,943046;+031,90;+101,17
-00,145;+00,112;-00,052;-00,2920;+02,3520;+03,2220;+00,016154;-00,780781;-00,910991;+031,90;+101,17
-00,144;+00,110;-00,053;-00,3650;+02,9060;+02,2460;+00,161657;-00,717528;-00,790158;+031,90;+101,17
-00,146;+00,110;-00,052;-01,1390;+03,1330;+01,3940;+00,249916;-00,550539;-00,633132;+031,90;+101,17
-00,146;+00,109;-00,054;-01,1980;+03,4550;+01,1290;+00,271431;-00,339058;-00,419250;+031,90;+101,17
-00,147;+00,106;-00,051;-01,5510;+03,5100;+00,7950;+00,222590;-00,169148;-00,137480;+031,90;+101,16
-00,146;+00,109;-00,051;-01,7260;+03,1690;+00,1380;+00,194629;-00,016642;+00,122151;+031,90;+101,18
-00,146;+00,107;-00,050;-02,4210;+02,1140;-00,7770;+00,180940;+00,126445;+00,316095;+031,90;+101,17
